unique_id   star_name      bjd   exp_time bary_corr RV_drift telluric_offset terruric_offset_err width_telfit rv rv_err n_lines depth_ccf depth_ccf_err sigma_ccf sigma_ccf_err snr  O_C wv_cal_file mask_file FF_file FF_file2 FF_file3  
01079589   alfUMi      2460168.4802028   30 9.212 0.000 -0.041 0.001 2.237 -16.836 0.072  997 0.221 0.003 6.712 0.11 205.76  0.01    /projects/astro/mercator21/STARS/alfUMi/20230811/reduced/01079598_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230811/reduced/01079547_HRF_FF_ext.fits
01079707   alfUMi      2460169.6881053   30 9.366 0.000 0.074 0.001 2.235 -13.586 0.096  998 0.227 0.004 6.705 0.15 83.83  0.01    /projects/astro/mercator21/STARS/alfUMi/20230812/reduced/01079700_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230812/reduced/01079651_HRF_FF_ext.fits
01079708   alfUMi      2460169.6900743   30 9.366 0.000 0.081 0.001 2.221 -13.565 0.095  998 0.226 0.003 6.676 0.15 220.65  0.01    /projects/astro/mercator21/STARS/alfUMi/20230812/reduced/01079700_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230812/reduced/01079651_HRF_FF_ext.fits
01079814   alfUMi      2460170.6854483   30 9.492 0.000 0.095 0.001 2.219 -13.466 0.087  995 0.217 0.003 7.015 0.14 282.47  0.01    /projects/astro/mercator21/STARS/alfUMi/20230813/reduced/01079803_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230813/reduced/01079754_HRF_FF_ext.fits
01079924   alfUMi      2460171.7275508   30 9.619 0.000 0.106 0.001 2.196 -16.542 0.065  995 0.212 0.002 7.158 0.11 304.74  0.01    /projects/astro/mercator21/STARS/alfUMi/20230814/reduced/01079909_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230814/reduced/01079860_HRF_FF_ext.fits
01080028   alfUMi      2460172.7085390   30 9.738 0.000 0.103 0.001 2.195 -16.245 0.073  996 0.221 0.003 6.941 0.12 263.67  0.01    /projects/astro/mercator21/STARS/alfUMi/20230815/reduced/01080016_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230815/reduced/01079967_HRF_FF_ext.fits
01080134   alfUMi      2460173.7204684   30 9.857 0.000 0.103 0.001 2.151 -13.485 0.092  995 0.224 0.003 6.961 0.15 318.20  0.01    /projects/astro/mercator21/STARS/alfUMi/20230816/reduced/01080124_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230816/reduced/01080074_HRF_FF_ext.fits
01080242   alfUMi      2460174.6972887   30 9.969 0.000 0.091 0.001 2.163 -13.693 0.082  995 0.215 0.003 7.184 0.13 360.90  0.01    /projects/astro/mercator21/STARS/alfUMi/20230817/reduced/01080230_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230817/reduced/01080181_HRF_FF_ext.fits
01080345   alfUMi      2460175.7230155   30 10.083 0.000 0.041 0.001 2.215 -16.746 0.053  995 0.211 0.002 7.248 0.09 254.97  0.00    /projects/astro/mercator21/STARS/alfUMi/20230818/reduced/01080335_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230818/reduced/01080288_HRF_FF_ext.fits
01080451   alfUMi      2460176.7217126   30 10.192 0.000 0.075 0.001 2.262 -16.316 0.060  996 0.217 0.002 7.024 0.10 204.46  0.01    /projects/astro/mercator21/STARS/alfUMi/20230819/reduced/01080437_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230819/reduced/01080389_HRF_FF_ext.fits
01080561   alfUMi      2460177.7082916   30 10.296 0.000 0.095 0.001 2.255 -13.573 0.078  995 0.220 0.003 7.027 0.12 263.22  0.01    /projects/astro/mercator21/STARS/alfUMi/20230820/reduced/01080547_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230820/reduced/01080496_HRF_FF_ext.fits
01080822   alfUMi      2460180.5607307   30 10.582 0.000 0.027 0.001 2.224 -16.685 0.057  996 0.220 0.002 6.851 0.09 243.99  0.01    /projects/astro/mercator21/STARS/alfUMi/20230823/reduced/01080818_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230823/reduced/01080773_HRF_FF_ext.fits
01081289   alfUMi      2460186.6410728   30 11.100 0.000 0.049 0.001 2.123 -13.813 0.073  995 0.215 0.002 6.870 0.11 294.09  0.01    /projects/astro/mercator21/STARS/alfUMi/20230829/reduced/01081281_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230829/reduced/01081233_HRF_FF_ext.fits
01081398   alfUMi      2460187.6168659   30 11.174 0.000 0.041 0.001 2.150 -16.675 0.061  996 0.209 0.002 6.838 0.09 330.34  0.01    /projects/astro/mercator21/STARS/alfUMi/20230830/reduced/01081390_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230830/reduced/01081344_HRF_FF_ext.fits
